MJR,SAEM,Miramar Airport,"-38,22710000","-57,86970000"
RDC,SNDC,Redenção Airport,"-8,03118800","-49,97968700"
DTI,SNDT,Diamantina Airport,"-18,23200035","-43,65039825"
DIQ,SNDV,Brigadeiro Cabral Airport,"-20,18070030","-44,87089920"
JPE,SNEB,Nagib Demachki Airport,"-3,01979800","-47,31647400"
CNV,SNED,Sócrates Rezende Airport,"-15,66699982","-38,95470047"
VCC,SNEE,Vacaria Airport,"-28,43248000","-51,02332200"
SXX,SNFX,São Félix do Xingu Airport,"-6,64130000","-51,95230000"
GUZ,SNGA,Guarapari Airport,"-20,64650000","-40,49190100"
GDP,SNGD,Guadalupe Airport,"-6,78221989","-43,58219910"
GNM,SNGI,Guanambi Airport,"-14,20820000","-42,74610100"
QGP,SNGN,Garanhuns Airport,"-8,83428000","-36,47160000"
SET,SNHS,Santa Magalhães Airport,"-8,06143300","-38,32888800"
IRE,SNIC,Irecê Airport,"-11,33990002","-41,84700012"
QIG,SNIG,Iguatu Airport,"-6,34631900","-39,29444800"
QIT,SNIP,Itapetinga Airport,"-15,24450016","-40,27719879"
IPU,SNIU,Ipiaú Airport,"-14,17353800","-39,68399000"
JCM,SNJB,Jacobina Airport,"-11,16320000","-40,55310100"
JEQ,SNJK,Jequié Airport,"-13,87770000","-40,07160200"
JMA,SNJM,Aeroporto Elias Breder Airport,"-20,25972200","-42,18388700"
JNA,SNJN,Januária Airport,"-15,47380000","-44,38550200"
JDR,SNJR,Prefeito Octávio de Almeida Neves Airport,"-21,08563800","-44,22529900"
CDI,SNKI,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,"-20,83429900","-41,18560000"
QCP,SNKN,Currais Novos Airport,"-6,28083277","-36,54027939"
LHN,SNLN,Linhares Municipal Airport,"-19,35520200","-40,07128000"
SSO,SNLO,São Lourenço Airport,"-22,09090000","-45,04449800"
MTE,SNMA,Monte Alegre Airport,"-1,99580000","-54,07420000"
MVS,SNMU,Mucuri Airport,"-18,04890100","-39,86432100"
SBJ,SNMX,São Mateus - Ernesto Bonomo Airport,"-18,72130000","-39,83369800"
PTQ,SNMZ,Porto de Moz Airport,"-1,74130700","-52,23602600"
NNU,SNNU,Nanuque Airport,"-17,82315800","-40,32966200"
PSW,SNOS,José Figueiredo Municipal Airport,"-20,73183800","-46,66201100"
FEJ,SNOU,Feijó Airport,"-8,14121300","-70,34082100"
ORX,SNOX,Oriximiná Airport,"-1,71408000","-55,83620100"
PCS,SNPC,Picos Airport,"-7,06138500","-41,52587100"
POJ,SNPD,Patos de Minas Airport,"-18,67267300","-46,49129200"
PIV,SNPX,Pirapora Airport,"-17,31690025","-44,86029816"
SNQ,,San Quintín Military Airstrip,"30,52880000","-115,94620000"
FLB,SNQG,Cangapara Airport,"-6,84639000","-43,07730100"
CHD,SNQU,Mucugê Airport,"-13,03120000","-41,44409900"
PDF,SNRD,Prado Airport,"-17,29697600","-39,27113100"
CAU,SNRU,Caruaru Airport,"-8,28239000","-36,01350000"
OPP,SNSM,Salinópolis Airport,"-0,69611100","-47,33611100"
SFK,SNI6,Soure Airport,"-0,69784400","-48,51975900"
TXF,SNTF,9 de Maio - Teixeira de Freitas Airport,"-17,52439200","-39,66849900"
OBI,SNTI,Óbidos Municipal Airport,"-1,86798100","-55,51459600"
TFL,SNTO,Juscelino Kubitscheck Airport,"-17,89230000","-41,51359900"
JPO,SNTS,Aeroporto Brigadeiro Firmino Ayres,"-7,03899000","-37,25159800"
AIY,SNUI,Araçuaí Airport,"-16,85157100","-42,04563300"
VAL,SNVB,Valença Airport,"-13,29650000","-38,99240100"
BVS,SNVS,Breves Airport,"-1,63653000","-50,44360000"
CMC,SNWC,Camocim - Pinto Martins Airport,"-2,89559600","-40,85929900"
JCS,SNWS,Crateús Airport,"-5,21135000","-40,70420100"
GGF,SNYA,Almeirim Airport,"-1,47952400","-52,57821400"
PHI,SNYE,Pinheiro Airport,"-2,47742600","-45,10500300"
GMS,SNYW,Antônio Guerreiro Airport,"-2,10944400","-44,65111400"
PPY,SNZA,Pouso Alegre Airport,"-22,28920000","-45,91910200"
PYT,SNZR,Pedro Rabelo de Souza Airport,"-17,24259900","-46,88309900"
ITE,SNZW,Ituberá Airport,"-13,73157100","-39,14037700"
LKR,,Las Khorey Airport,"11,17348000","48,21426000"
GUO,,Guriel Airport,"5,31741200","45,98530800"
BXX,,Borama Airport,"9,94630000","43,14950000"
SOA,,Sóc Trăng Airport,"9,58140000","105,96020000"
CAY,SOCA,Cayenne – Félix Eboué Airport,"4,81996400","-52,36132600"
GSI,SOGS,Grand-Santi Airport,"4,28583300","-54,37305600"
MPY,SOOA,Maripasoula Airport,"3,65590700","-54,03943100"
OYP,SOOG,Saint-Georges-de-l'Oyapock Airport,"3,89760000","-51,80410000"
LDX,SOOM,Saint-Laurent-du-Maroni Airport,"5,48189100","-54,03496400"
REI,SOOR,Régina Airport,"4,31339000","-52,13274500"
XAU,SOOS,Saül Airport,"3,61361000","-53,20420100"
SOR,,Al Thaurah Airport,"34,39039400","40,15256000"
ALD,SPAR,Alerta Airport,"-11,65018000","-69,22961400"
AOP,SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,"-2,79612994","-76,46659851"
AYX,SPAY,Teniente General Gerardo Pérez Pinedo Airport,"-10,72910000","-73,76650200"
MBP,SPBB,Moyobamba Airport,"-6,01888900","-76,98832700"
IBP,SPBR,Iberia Airport,"-11,41160000","-69,48870100"
PCL,SPCL,Cap FAP David Abenzur Rengifo International Airport,"-8,37806400","-74,57449500"
TDP,SPDR,Trompeteros Airport,"-3,80601000","-75,03929900"
CHM,SPEO,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,"-9,14961000","-78,52380400"
CGL,SPGL,Chagual Airport,"-7,79762400","-77,65124900"
TGI,SPGM,Tingo Maria Airport,"-9,28966700","-76,00505800"
CIX,SPHI,Capitán FAP José A. Quiñones González International Airport,"-6,78922300","-79,82825400"
AYP,SPHO,Air Force Colonel Alfredo Mendivil Duarte Airport,"-13,15480000","-74,20439900"
ANS,SPHY,Andahuaylas Airport,"-13,70639992","-73,35040283"
ATA,SPHZ,Comandante FAP German Arias Graziani Airport,"-9,34743977","-77,59839630"
UMI,SPIL,Quincemil Air Base,"-13,23135700","-70,75145000"
LIM,SPJC,Jorge Chávez International Airport,"-12,02190000","-77,11430500"
UCZ,SPIZ,Uchiza Airport,"-8,46700000","-76,34999800"
RIJ,SPJA,Juan Simons Vela Airport,"-6,06786000","-77,16000400"
JAE,SPJE,Shumba Airport,"-5,59248000","-78,77400200"
JJI,SPJI,Juanjui Airport,"-7,16910000","-76,72860000"
JAU,SPJJ,Francisco Carle Airport,"-11,78310013","-75,47339630"
JUL,SPJL,Inca Manco Capac International Airport,"-15,46768900","-70,15653000"
SJA,SPJN,San Juan de Marcona Airport,"-15,35750800","-75,13500500"
CJA,SPJR,Mayor General FAP Armando Revoredo Iglesias Airport,"-7,13918000","-78,48940300"
RIM,SPLN,San Nicolas Airport,"-6,39231000","-77,50119800"
ILQ,SPLO,General Jorge Fernandez Maldon Airport,"-17,69500000","-71,34400200"
TBP,SPME,Captain Pedro Canga Rodríguez International Airport,"-3,55207400","-80,38108600"
MZA,SPMF,Mayor PNP Nancy Flores Paucar Airport,"-11,32540000","-74,53559800"
YMS,SPMS,Moises Benzaquen Rengifo Airport,"-5,89377000","-76,11820200"
HUU,SPNC,Alferez Fap David Figueroa Fernandini Airport,"-9,87880993","-76,20480347"
SQU,SPOA,Saposoa Airport,"-6,96003000","-76,76840200"
CHH,SPPY,Chachapoyas Airport,"-6,20191100","-77,85619500"
IQT,SPQT,Coronel FAP Francisco Secada Vignetta International Airport,"-3,78474000","-73,30880000"
AQP,SPQU,Rodríguez Ballón International Airport,"-16,34078600","-71,56948500"
TRU,SPRU,Capitán FAP Carlos Martínez de Pinillos International Airport,"-8,08238200","-79,10882100"
PIO,SPSO,Captain Renán Elías Olivera International Airport,"-13,74490000","-76,22029900"
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,"-6,50873995","-76,37319946"
SYC,SPSY,Shiringayoc Airport,"-11,89800000","-69,06250000"
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,"-18,05330086","-70,27580261"
PEM,SPTU,Padre Aldamiz International Airport,"-12,61359978","-69,22859955"
PIU,SPUR,PAF Captain Guillermo Concha Iberico International Airport,"-5,20575000","-80,61640200"
TYL,SPYL,Captain Victor Montes Arias International Airport,"-4,57664000","-81,25409700"
NZC,SPZA,Maria Reiche Neuman Airport,"-14,85400000","-74,96150200"
CUZ,SPZO,Alejandro Velasco Astete International Airport,"-13,53569984","-71,93879700"
EAX,,Eduard Alexander Gummels Airport,"5,86040000","-55,19200000"
SRL,,Palo Verde Airport,"27,09270000","-112,09850000"
SRM,,Sandringham Airport,"-24,05680000","139,08210000"
SRV,SRV,Stony River 2 Airport,"61,78970000","-156,58900500"
CZB,SSAK,Carlos Ruhl Airport,"-28,65793400","-53,61009500"
APU,SSAP,Captain João Busse Airport,"-23,60909900","-51,38430100"
BGV,SSBG,Aeroclube de Bento Gonçalves Airport,"-29,14742400","-51,54079100"
BNU,SSBL,Blumenau Airport,"-26,83166100","-49,09356900"
CCI,SSCK,Olavo Cecco Rigon Airport,"-27,18051100","-52,05175500"
CSS,SSCL,Cassilândia Airport,"-19,14686100","-51,67694100"
CEL,SSCN,Canela Airport,"-29,37009100","-50,83172900"
CKO,SSCP,Cornélio Procópio Airport,"-23,15271100","-50,60286800"
GGH,SSCT,Engenheiro Gastão de Mesquita Filho Airport,"-23,69157000","-52,64209100"
ERM,SSER,Erechim Airport,"-27,66361400","-52,27148900"
FBE,SSFB,Paulo Abdala Airport,"-26,05938000","-53,06382700"
GGJ,SSGY,Guaíra Airport,"-24,08110000","-54,19170000"
HRZ,SSHZ,Walter Bündchen Airport,"-27,63830000","-54,33910000"
IJU,SSIJ,João Batista Bos Filho Airport,"-28,36871100","-53,84656800"
ITQ,SSIQ,Itaqui Airport,"-29,17198100","-56,53834300"
JCB,SSJA,Santa Terezinha Airport,"-27,17151400","-51,55332700"
CBW,SSKM,Campo Mourão Airport,"-24,00919900","-52,35680000"
QDB,SSKS,Cachoeira do Sul Airport,"-30,00189972","-52,94079971"
OAL,SSKW,Cacoal Airport,"-11,49600000","-61,45080000"
LOI,SSLN,Helmuth Baungarten Airport,"-27,15999985","-49,54249954"
ALQ,SSLT,Alegrete Novo Airport,"-29,81159500","-55,89470700"
QGF,SSNG,Montenegro Airport,"-29,71940041","-51,48939896"
QHV,SSNH,Novo Hamburgo Airport,"-29,69610023","-51,08169937"
SQX,SSOE,São Miguel do Oeste Hélio Wasum Airport,"-26,78160100","-53,50350200"
APX,SSOG,Arapongas Airport,"-23,35263600","-51,49196700"
VRZ,SSOL,Padre Israel Airport,"-21,24060100","-44,96390200"
AIR,SSOU,Aripuanã Airport,"-10,18737500","-59,45746900"
PNG,SSPG,Paranaguá Airport,"-25,54010000","-48,53120000"
PVI,SSPI,Paranavaí Airport,"-23,08989900","-52,48849900"
PBB,SSPN,Paranaíba Airport,"-19,65119900","-51,19940200"
SQY,SSRU,São Lourenço do Sul Airport,"-31,38330078","-52,03279877"
SSS,,Siassi Airport,"-5,59650000","147,81060000"
JBS,SSSB,São Borja Airport,"-28,65490000","-56,03459900"
CSU,SSSC,Santa Cruz do Sul Airport,"-29,68409900","-52,41220100"
UMU,SSUM,Orlando de Carvalho Airport,"-23,79870000","-53,31380100"
ZFU,SSUO,Unifly Heliport,"-23,40861130","-46,33055496"
UVI,SSUV,José Cleto Airport,"-26,23322400","-51,06675400"
VIA,SSVI,Videira Airport,"-26,99970100","-51,14189900"
BMS,SSXH,Sócrates Mariani Bittencourt Airport,"-14,25540000","-41,81750100"
AXE,SSXX,Xanxerê Airport,"-26,87506700","-52,37286200"
SRA,SSZR,Luis Alberto Lehr Airport,"-27,90658000","-54,52062800"
ATI,SUAG,Artigas International Airport,"-30,40070000","-56,50790000"
BUV,SUBU,Placeres Airport,"-30,31980700","-57,55882300"
CYR,SUCA,Colonia Laguna de Los Patos International Airport,"-34,45640200","-57,77059900"
DZO,SUDU,Santa Bernardina International Airport,"-33,35889800","-56,49919900"
PDP,SULS,Capitan Corbeta CA Curbelo International Airport,"-34,85509900","-55,09429900"
MLZ,SUMO,Cerro Largo International Airport,"-32,33789800","-54,21670200"
MVD,SUMU,Carrasco General Cesáreo L. Berisso International Airport,"-34,83564700","-56,02649700"
PDU,SUPU,Tydeo Larre Borges Airport,"-32,36330000","-58,06190100"
RVY,SURV,Pres. Gral. Óscar D. Gestido Binational Airport,"-30,97460000","-55,47620000"
STY,SUSO,Nueva Hesperides International Airport,"-31,43849900","-57,98529800"
TAW,SUTB,Tacuarembo Airport,"-31,74900100","-55,92580100"
TYT,SUTR,Treinta y Tres Airport,"-33,19571400","-54,34724600"
VCH,SUVO,Vichadero Airport,"-31,73916600","-54,58777600"
AGV,SVAC,Oswaldo Guevara Mujica Airport,"9,55337500","-69,23786900"
AAO,SVAN,Anaco Airport,"9,43022500","-64,47072600"
LPJ,SVAS,Armando Schwarck Airport,"6,57750400","-66,81656400"
BLA,SVBC,General José Antonio Anzoategui International Airport,"10,11111100","-64,69222200"
BNS,SVBI,Barinas Airport,"8,61500000","-70,21416700"
BRM,SVBM,Jacinto Lara International Airport,"10,04274700","-69,35862000"
MYC,SVBS,Escuela Mariscal Sucre Airport,"10,24997800","-67,64942200"
CBL,SVCB,General Tomas de Heres Airport,"8,12216100","-63,53695700"
CXA,SVCD,Caicara del Orinoco Airport,"7,62551000","-66,16280400"
CUV,SVCG,Casigua El Cubo Airport,"8,75814000","-72,53630100"
CLZ,SVCL,Calabozo Airport,"8,92465600","-67,41709100"
CAJ,SVCN,Canaima Airport,"6,23198900","-62,85485000"
CUP,SVCP,General Francisco Bermúdez Airport,"10,66001400","-63,26168100"
CZE,SVCR,José Leonardo Chirinos Airport,"11,41494400","-69,68090100"
CUM,SVCU,Antonio José de Sucre Airport,"10,45033300","-64,13047000"
PPZ,SVPP,Puerto Paez Airport,"6,22009500","-67,44750800"
EOR,SVED,El Dorado Airport,"6,71573000","-61,63878600"
EOZ,SVEZ,Elorza Airport,"7,05967700","-69,49670000"
GDO,SVGD,Guasdualito Airport,"7,21083400","-70,75638600"
GUI,SVGI,Guiria Airport,"10,57407761","-62,31266785"
GUQ,SVGU,Guanare Airport,"9,02694400","-69,75515000"
HGE,SVHG,Higuerote Airport,"10,46247400","-66,09277900"
ICA,,Ikabaru Airport,"4,33813700","-61,73866100"
ICC,SVIE,Andrés Miguel Salazar Marcano Airport,"10,79443200","-63,98159000"
LSP,SVJC,Josefa Camejo International Airport,"11,78077500","-70,15149700"
KAV,SVKA,Kavanayen Airport,"5,59305600","-61,76333300"
KTV,SVKM,Kamarata Airport,"5,71710000","-62,33727000"
LFR,SVLF,La Fria Airport,"8,23916700","-72,27102700"
MAR,SVMC,La Chinita International Airport,"10,55754200","-71,72930700"
MRD,SVMD,Alberto Carnevalli Airport,"8,58207800","-71,16104100"
PMV,SVMG,Del Caribe Santiago Mariño International Airport,"10,91260300","-63,96659900"
CCS,SVMI,Maiquetía Simón Bolívar International Airport,"10,60221400","-66,99117400"
MUN,SVMT,José Tadeo Monagas International Airport,"9,74902300","-63,15334800"
CBS,SVON,Oro Negro Airport,"10,33070000","-71,32250200"
PYH,SVPA,Cacique Aramare Airport,"5,61999000","-67,60610200"
PBL,SVPC,General Bartolome Salom International Airport,"10,48050000","-68,07299800"
PDZ,SVPE,Pedernales Airport,"9,97867200","-62,23131800"
PPH,SVPX,Paraitepuy Airstrip,"4,60036200","-61,49816000"
SCI,SVPM,Paramillo Airport,"7,80138900","-72,20277800"
PZO,SVPR,General Manuel Carlos Piar International Airport,"8,28853000","-62,76039900"
PTM,SVPT,Palmarito Airport,"7,57547900","-70,17443500"
LRV,SVRS,Los Roques Airport,"11,94693500","-66,66833300"
SVS,PFSV,Stevens Village Airport,"66,01672700","-149,05683500"
SVZ,SVSA,Juan Vicente Gómez International Airport,"7,84080900","-72,43987800"
SBB,SVSB,Santa Bárbara de Barinas Airport,"7,80351400","-71,16571800"
SNV,,Santa Elena de Uairén Airport,"4,55469900","-61,14523400"
STD,SVSO,Mayor Buenaventura Vivas International Airport,"7,56538000","-72,03510300"
SNF,SVSP,Sub Teniente Nestor Arias Airport,"10,27870000","-68,75520300"
SFD,SVSR,San Fernando de Apure Las Flecheras National Airport,"7,88332000","-67,44400000"
SOM,SVST,San Tomé Airport,"8,94514656","-64,15108490"
STB,SVSZ,Miguel Urdaneta Fernández Airport,"8,97455000","-71,94325300"
TUV,SVTC,Tucupita Airport,"9,08899400","-62,09417300"
TMO,SVTM,Tumeremo Airport,"7,24938000","-61,52893000"
URM,SVUM,Uriman Airport,"5,35811800","-62,67162500"
WOK,SVUQ,Uon Quen Airport,"4,98400200","-61,73010200"
VLN,SVVA,Arturo Michelena International Airport,"10,14973300","-67,92839800"
VIG,SVVG,Juan Pablo Pérez Alfonso Airport,"8,62413900","-71,67266800"
VLV,SVVL,Dr. Antonio Nicolás Briceño Airport,"9,34047800","-70,58406100"
VDP,SVVP,Valle de La Pascua Airport,"9,22202778","-65,99358368"
BAZ,SWBC,Barcelos Airport,"-0,98119100","-62,91860300"
JSB,SWBE,Walfrido Salmito de Almeida Airport,"-4,04284100","-40,89381300"
LCB,SWBG,André Antônio Maggi Airport,"-15,19340000","-59,38480000"
RBB,SWBR,Borba Airport,"-4,40634000","-59,60240200"
CAF,SWCA,Carauari Airport,"-4,87147300","-66,89755200"
CQS,SWCQ,Costa Marques Airport,"-12,42110000","-64,25160200"
DMT,SWDM,Diamantino Airport,"-14,37690000","-56,40039800"
DNO,SWDN,Dianópolis Airport,"-11,59540000","-46,84669900"
ERN,SWEI,Eirunepé Airport,"-6,63953300","-69,87970900"
CQA,SWEK,Canarana Airport,"-13,57654500","-52,26829600"
SXO,SWFX,São Félix do Araguaia Airport,"-11,63240000","-50,68960200"
GRP,SWGI,Gurupi Airport,"-11,73960000","-49,13219800"
AUX,SWGN,Araguaína Airport,"-7,22787000","-48,24050100"
GGB,SWHP,Frederico Carlos Müller Airport,"-14,01995900","-52,15200300"
HUW,SWHT,Humaitá Airport,"-7,53212023","-63,07210159"
IPG,SWII,Ipiranga Airport,"-2,94014100","-69,69426400"
IDO,SWIY,Santa Izabel do Morro Airport,"-11,57229996","-50,66619873"
JIA,SWJN,Juína Airport,"-11,41944400","-58,70166800"
JTI,SWJW,Jataí Airport,"-17,82990074","-51,77299881"
CCX,SWKC,Cáceres Airport,"-16,04360000","-57,62990200"
CIZ,SWKO,Danilson Municipal Airport,"-4,13406000","-63,13259900"
NSR,SWKQ,Serra da Capivara Airport,"-9,08339200","-42,64465600"
TLZ,SWKT,Catalão Airport,"-18,21680100","-47,89970000"
LBR,SWLB,Lábrea Airport,"-7,27897000","-64,76950100"
RVD,SWLC,General Leite de Castro Airport,"-17,83472300","-50,95611200"
MBZ,SWMW,Maués Airport,"-3,37217000","-57,72480000"
NVP,SWNA,Novo Aripuanã Airport,"-5,11803000","-60,36489900"
BCR,SWNK,Novo Campo Airport,"-8,83457300","-67,31248500"
NQL,SWNQ,Niquelândia Airport,"-14,43486900","-48,49161500"
APS,SWNS,Anápolis Airport,"-16,36357500","-48,92880000"
FBA,SWOB,Fonte Boa Airport,"-2,53260994","-66,08319855"
PIN,SWPI,Parintins Airport,"-2,67352100","-56,77762500"
PBQ,SWPM,Pimenta Bueno Airport,"-11,64160000","-61,17910000"
PBX,SWPQ,Fazenda Piraguassu Airport,"-10,85935000","-51,68815200"
IRZ,SWTP,Tapuruquara Airport,"-0,37860400","-64,99255800"
TGQ,SWTS,Tangará da Serra Airport,"-14,66200000","-57,44374400"
AZL,SWTU,Fazenda Tucunaré Airport,"-13,46552800","-58,86693500"
SQM,SWUA,São Miguel do Araguaia Airport,"-13,33130000","-50,19760100"
VLP,SWVC,Vila Rica Airport,"-9,98105700","-51,14035800"
MBK,SWXM,Orlando Villas Boas Regional Airport,"-10,17036800","-54,95396400"
NOK,SWXV,Xavantina Airport,"-14,69777800","-52,34724600"
IUP,SWYN,Apuí Airport,"-7,17277300","-59,83960000"
ITI,SWEU,Fazenda Americana Airport,"-18,14759100","-41,71504400"
SXP,,Nunam Iqua Airport,"62,52059900","-164,84800600"
AHL,SYAH,Aishalton Airport,"2,47403000","-59,32078600"
NAI,SYAN,Annai Airport,"3,95944000","-59,12419900"
SYB,,Seal Bay Seaplane Base,"58,37329100","-152,20179700"
BMJ,SYBR,Baramita Airport,"7,37109600","-60,48926000"
GFO,SYBT,Bartica A Airport,"6,35886400","-58,65520700"
GEO,SYCJ,Cheddi Jagan International Airport,"6,49855000","-58,25410100"
SYF,,Silva Bay Seaplane Base,"49,15100000","-123,69800000"
OGL,SYEC,Eugene F. Correia International Airport,"6,80588100","-58,10765700"
IMB,SYIB,Imbaimadai Airport,"5,70811000","-60,29420100"
KAI,SYKA,Kaieteur Airport,"5,17734900","-59,48898000"
KAR,SYKM,Kamarang Airport,"5,86534000","-60,61420100"
KRM,SYKR,Karanambo Airport,"3,75257200","-59,30902000"
KRG,SYKS,Karasabai Airport,"4,03005000","-59,54749000"
KTO,SYKT,Kato Airport,"4,64916000","-59,83219900"
KKG,SYKZ,Konawaruk Airport,"5,26840000","-58,99500000"
SYL,KSYL,Roberts Army Heliport,"35,81499900","-120,74400300"
LUB,SYLP,Lumid Pau Airport,"2,39392996","-59,44100189"
LTM,SYLT,Lethem Airport,"3,37276000","-59,78939800"
USI,SYMB,Mabaruma Airport,"8,20017000","-59,77796500"
MHA,SYMD,Mahdia Airport,"5,27284500","-59,14929600"
VEG,SYMK,Maikwak Airport,"4,89817200","-59,81702700"
MYM,SYMM,Monkey Mountain Airport,"4,45226700","-59,60312600"
MWJ,SYMR,Matthews Ridge Airport,"7,48773600","-60,18523700"
QSX,SYNA,New Amsterdam Airport,"6,24432400","-57,47417200"
ORJ,SYOR,Orinduik Airport,"4,72527000","-60,03500000"
PKM,SYPK,Port Kaituma Airport,"7,74222000","-59,88261200"
PIQ,SYPL,Pipillipai Airport,"5,35666700","-60,38100000"
PMT,SYPM,Paramakatoi Airport,"4,69958700","-59,71384100"
PRR,SYPR,Paruima Airport,"5,81724000","-61,05548900"
SDC,SYSC,Sand Creek Airport,"2,99130000","-59,51000000"
SKM,SYSK,Skeldon Airport,"5,85967600","-57,14901000"